,date,previous_30_days_views,previous_year_revenue,previous_7_days_revenue,previous_14_days_revenue,previous_28_days_revenue,previous_70_days_revenue,revenue,target_next_30_days_revenue
39,2018-01-07,2772.4666666666667,0.0,7734.039999999999,7734.039999999999,53435.450000000004,117100.56,1571.02,83257.68399999998
40,2018-01-08,2679.6666666666665,0.0,9305.06,9305.06,51221.71,118671.58,6466.09,83611.36399999999
41,2018-01-09,2899.6,0.0,14337.369999999999,15771.15,47611.48,125137.67,2284.93,79506.69399999999
42,2018-01-10,2811.233333333333,0.0,14484.849999999999,18056.079999999998,45224.73,127422.6,3976.44,79099.82399999998
43,2018-01-11,2548.366666666667,0.0,17730.66,22032.52,40870.65,131399.04,5692.69,76930.844
44,2018-01-12,2538.9666666666667,0.0,21383.0,27725.21,41904.59,137091.73,1429.6,71238.154
45,2018-01-13,2270.8333333333335,0.0,21420.77,29154.809999999998,38431.65,138521.33000000002,0.0,72476.494
46,2018-01-14,2011.2333333333333,0.0,21420.77,29154.809999999998,38431.65,138521.33000000002,2494.91,74113.015
47,2018-01-15,1987.7333333333333,0.0,22344.66,31649.719999999998,39440.33,141016.24,4891.63,76300.325
48,2018-01-16,2168.366666666667,0.0,20770.2,35107.57,42772.28,145907.87,3828.2110000000002,73755.955
49,2018-01-17,2282.266666666667,0.0,22313.481,36798.331,41213.311,149736.081,2910.41,72925.244
50,2018-01-18,2351.8,0.0,21247.450999999997,38978.111,43279.971,152646.491,2620.03,74473.224
51,2018-01-19,2422.7,0.0,18174.791,39557.791,45900.001,155266.521,2886.54,71853.194
52,2018-01-20,2544.9333333333334,0.0,19631.731,41052.501,48786.541,158153.06100000002,0.0,71493.395
53,2018-01-21,2544.9333333333334,0.0,19631.731,41052.501,48786.541,158153.06100000002,3146.42,74019.015
54,2018-01-22,2714.266666666667,0.0,20283.241,42627.901,51932.960999999996,161299.481,4270.14,73438.42499999999
55,2018-01-23,2937.9333333333334,0.0,19661.751,40431.951,56203.100999999995,165569.621,3288.58,72165.996
56,2018-01-24,3106.6666666666665,0.0,19122.120000000003,41435.600999999995,59491.681,168858.201,3540.72,72479.186
57,2018-01-25,3293.9666666666667,0.0,19752.43,40999.881,63032.401,172398.921,2694.84,71481.44700000001
58,2018-01-26,3505.9,0.0,19827.239999999998,38002.031,65727.241,175093.761,3016.771,68786.607
59,2018-01-27,3681.733333333333,0.0,19957.471,39589.202000000005,68744.012,178110.532,0.0,68709.40600000002
60,2018-01-28,3681.733333333333,0.0,19957.471,39589.202000000005,68744.012,178110.532,2806.44,71340.626
61,2018-01-29,3859.4333333333334,0.0,19617.490999999998,39900.731999999996,71550.452,180916.972,3283.551,72165.656
62,2018-01-30,4009.5333333333333,0.0,18630.902000000002,38292.653,73400.223,184200.52300000002,2243.01,72686.165
63,2018-01-31,4175.366666666667,0.0,17585.332000000002,36707.452,73505.783,186443.533,3528.791,74577.635
64,2018-02-01,4261.8,0.0,17573.403000000002,37325.833,76303.944,189972.324,3383.2000000000003,66914.364
65,2018-02-02,4337.566666666667,0.0,18261.763000000003,38089.003000000004,77646.79400000001,193355.524,2307.9,67665.644
66,2018-02-03,4430.1,0.0,17552.892,37510.363000000005,78562.864,195663.424,0.0,68241.724
67,2018-02-04,4261.0,0.0,17552.892,37510.363000000005,78562.864,195663.424,1715.73,68241.724
68,2018-02-05,4233.6,0.0,16462.182,36079.673,78707.57400000001,197379.154,2979.09,70408.26400000001
69,2018-02-06,4385.166666666667,0.0,16157.721000000001,34788.623,75220.57400000001,200358.244,1924.7,72537.034
70,2018-02-07,4401.466666666666,0.0,15839.411,33424.743,74860.344,194630.214,2361.42,73463.334
71,2018-02-08,4264.566666666667,0.0,14672.04,32245.443000000003,73245.324,188980.264,1878.06,74760.22399999999
72,2018-02-09,4256.0,0.0,13166.900000000001,31428.663,69430.694,183632.564,1807.46,76168.314
73,2018-02-10,4216.033333333334,0.0,12666.46,30219.352000000003,69808.554,179493.294,0.0,76534.71399999999
74,2018-02-11,3955.5666666666666,0.0,12666.46,30219.352000000003,69808.554,178479.03399999999,2667.94,76534.71399999999
75,2018-02-12,4037.0,0.0,13618.67,30080.852000000003,69981.584,176407.59399999998,1636.521,75251.66399999999
76,2018-02-13,4184.766666666666,0.0,12276.101,28433.822,66726.475,170986.845,4682.22,77742.554
77,2018-02-14,4262.166666666667,0.0,15033.621000000001,30873.032,67580.484,169913.205,2347.26,76179.40400000001
78,2018-02-15,4250.266666666666,0.0,15019.461000000001,29691.501,67017.334,165799.315,2997.5,76768.704
79,2018-02-16,4262.233333333334,0.0,16138.901,29305.801,67394.804,162706.14500000002,4458.39,77164.774
80,2018-02-17,4271.333333333333,0.0,18789.831000000002,31456.291,68966.65400000001,163454.60499999998,0.0,75841.064
81,2018-02-18,4097.866666666667,0.0,18789.831000000002,31456.291,68966.65400000001,163454.60499999998,2526.741,75841.064
82,2018-02-19,4064.5,0.0,18648.632,32267.302000000003,68346.975,162196.586,2525.62,76260.943
83,2018-02-20,4260.466666666666,0.0,19537.731,31813.832000000002,66602.455,154645.886,2565.83,77227.04299999999
84,2018-02-21,4254.8,0.0,17421.341,32454.962,65879.705,152540.03600000002,2997.7110000000002,77758.69299999998
85,2018-02-22,4180.0,0.0,18071.792,33091.253,65336.696,147207.22699999998,3601.77,77955.222
86,2018-02-23,4265.766666666666,0.0,18676.062,34814.963,66243.626,146150.247,2542.981,78118.292
87,2018-02-24,4207.766666666666,0.0,16760.653000000002,35550.484000000004,65769.83600000001,143790.68800000002,0.0,78503.41100000001
88,2018-02-25,3995.8333333333335,0.0,16760.653000000002,35550.484000000004,65769.83600000001,143790.68800000002,2939.57,78503.41100000001
89,2018-02-26,3974.4666666666667,0.0,17173.482,35822.114,65902.966,145244.028,2631.2200000000003,79487.321
90,2018-02-27,4144.1,0.0,17279.082000000002,36816.813,65250.635,146315.568,3631.4700000000003,81551.82100000001
91,2018-02-28,4145.0,0.0,18344.722,35766.063,66639.095,144559.858,3804.06,82302.931
92,2018-03-01,4194.535714285715,0.0,19151.071000000004,37222.863,66914.364,147520.168,4134.4800000000005,87046.731
93,2018-03-02,4287.178571428572,0.0,19683.781000000003,38359.843,67665.644,151654.64800000002,2883.98,82912.25099999999
94,2018-03-03,4298.071428571428,0.0,20024.780000000002,36785.433,68241.724,154538.62800000003,0.0,80028.27100000001
95,2018-03-04,4298.071428571428,0.0,20024.780000000002,36785.433,68241.724,154538.62800000003,3882.27,80028.271
96,2018-03-05,4444.214285714285,0.0,20967.480000000003,38140.96200000001,70408.26400000001,158420.89800000002,5107.86,78768.191
97,2018-03-06,4525.785714285715,0.0,23444.120000000003,40723.202000000005,72537.03400000001,163528.75800000003,2851.0,76936.40100000001
98,2018-03-07,4575.571428571428,0.0,22663.65,41008.372,73463.334,166379.75800000003,3658.31,78880.301
99,2018-03-08,4728.428571428572,0.0,22517.9,41668.971000000005,74760.224,170038.06800000003,3286.15,77046.981
100,2018-03-09,4798.428571428572,0.0,21669.57,41353.351,76168.314,173324.21800000002,2173.86,73760.831
101,2018-03-10,4826.107142857143,0.0,20959.45,40984.23,76534.714,175498.078,0.0,73917.32100000001
102,2018-03-11,4826.107142857143,0.0,20959.45,40984.23,76534.714,175498.078,1384.89,75983.42100000002
103,2018-03-12,4709.107142857143,0.0,18462.07,39429.55,75251.664,176882.96800000002,4127.411,77531.831
104,2018-03-13,4726.964285714285,0.0,17481.621,40925.741,77742.554,179576.599,3119.07,75590.64000000001
105,2018-03-14,4663.642857142857,0.0,17749.691,40413.341,76179.404,180558.219,2936.56,75128.74
106,2018-03-15,4695.0,0.0,17027.941,39545.841,76768.704,182764.149,3393.57,73767.37999999999
107,2018-03-16,4691.785714285715,0.0,17135.361,38804.931,77164.774,184117.369,3134.68,70373.81
108,2018-03-17,4725.392857142857,0.0,18096.181,39055.631,75841.064,185860.219,0.0,70701.87000000001
109,2018-03-18,4725.392857142857,0.0,18096.181,39055.631,75841.064,185860.219,2946.62,79071.19
110,2018-03-19,4808.571428571428,0.0,19657.911,38119.981,76260.94300000001,187235.819,3491.7200000000003,79708.64000000001
111,2018-03-20,4828.928571428572,0.0,19022.22,36503.841,77227.043,184261.449,3097.48,78753.78
112,2018-03-21,4843.571428571428,0.0,19000.63,36750.320999999996,77758.693,185073.999,3194.2400000000002,78870.76000000001
113,2018-03-22,4894.642857142857,0.0,19258.31,36286.251,77955.222,184291.799,3764.84,78250.71
114,2018-03-23,4885.964285714285,0.0,19629.58,36764.941,78118.292,182363.949,2928.1,74485.87000000001
115,2018-03-24,4928.392857142857,0.0,19423.0,37519.181,78503.411,183862.449,0.0,74528.84000000001
116,2018-03-25,4928.392857142857,0.0,19423.0,37519.181,78503.411,183862.449,3923.48,78955.20000000001
117,2018-03-26,5056.357142857143,0.0,20399.86,40057.771,79487.32100000001,185291.01900000003,4695.72,78874.32
118,2018-03-27,5162.571428571428,0.0,21603.86,40626.08,81551.821,185095.109,4382.58,77977.00000000001
119,2018-03-28,5249.928571428572,0.0,22888.96,41889.59,82302.931,185649.478,4726.28,78129.121
120,2018-03-29,5252.642857142857,0.0,24421.0,43679.31,83225.151,187465.348,3821.58,76022.711
121,2018-03-30,5152.892857142857,0.0,24477.739999999998,44107.32,82912.25099999999,188666.898,0.0,72201.131
122,2018-03-31,4985.0,0.0,21549.64,40972.64,80028.271,185780.35799999998,0.0,73996.451
123,2018-04-01,4809.366666666667,0.0,21549.64,40972.64,80028.271,185780.35799999998,0.0,73996.451
124,2018-04-02,4652.666666666667,0.0,17626.16,38026.02,76146.00099999999,182633.938,0.0,77400.061
125,2018-04-03,4652.666666666667,0.0,12930.439999999999,34534.3,71038.141,178363.79799999998,2622.19,81319.201
126,2018-04-04,4591.966666666666,0.0,11170.05,34059.01,70809.331,177697.408,3276.07,82498.29100000001
127,2018-04-05,4545.7,0.0,9719.84,34140.84,70427.091,177432.758,4794.9,82068.781
128,2018-04-06,4667.366666666667,0.0,10693.16,35170.9,71935.841,179532.818,1824.99,77273.881
129,2018-04-07,4563.066666666667,0.0,12518.15,34067.79,71586.971,178341.037,0.0,79181.99100000001
130,2018-04-08,4381.433333333333,0.0,12518.15,34067.79,71586.971,178341.037,2330.35,82805.63100000001
131,2018-04-09,4406.266666666666,0.0,14848.5,32474.66,72532.431,177864.947,2066.1,83945.541
132,2018-04-10,4555.333333333333,0.0,16914.6,29845.04,70471.12,176647.49599999998,2933.3,84695.12099999998
133,2018-04-11,4647.233333333334,0.0,17225.71,28395.76,70285.35,177337.78600000002,2186.22,85123.521
134,2018-04-12,4655.766666666666,0.0,16135.86,25855.699999999997,69535.01000000001,175995.21500000003,2657.17,85521.34099999999
135,2018-04-13,4687.366666666667,0.0,13998.130000000001,24691.29,68798.61,175269.185,1575.2,82864.17099999997
136,2018-04-14,4621.033333333334,0.0,13748.34,26266.49,67239.13,174536.48500000002,0.0,84879.70099999997
137,2018-04-15,4399.1,0.0,13748.34,26266.49,67239.13,174536.48500000002,3462.7400000000002,88143.24099999998
138,2018-04-16,4386.5,0.0,14880.73,29729.230000000003,67755.25,176283.495,8369.32,88511.41099999998
139,2018-04-17,4693.933333333333,0.0,21183.949999999997,38098.55,72632.85,181673.725,3584.07,83046.73099999997
140,2018-04-18,4712.533333333334,0.0,21834.72,39060.43,73119.44,183333.095,2536.86,83302.55099999999
141,2018-04-19,4661.033333333334,0.0,22185.36,38321.22,72462.06,183508.535,3214.46,83966.67099999999
142,2018-04-20,4718.9,0.0,22742.65,36740.78,71911.68000000001,184844.935,2574.19,80752.211
143,2018-04-21,4713.1,0.0,23741.64,37489.98,71557.77,185611.665,0.0,81225.681
144,2018-04-22,4466.7,0.0,23741.64,37489.98,71557.77,185611.665,2971.07,84278.97099999999
145,2018-04-23,4464.533333333334,0.0,23249.969999999998,38130.700000000004,70605.36,185914.795,4426.36,84528.55099999998
146,2018-04-24,4686.666666666667,0.0,19307.01,40490.96000000001,70336.0,188704.63400000002,3842.6,83795.23099999999
147,2018-04-25,4717.566666666667,0.0,19565.539999999997,41400.26,69796.02,187865.014,3798.4,84681.84099999999
148,2018-04-26,4736.633333333333,0.0,20827.079999999998,43012.44,68868.14,189316.15399999998,4534.701,84015.321
149,2018-04-27,4757.766666666666,0.0,22147.321,44889.971,69581.261,190853.35499999998,2619.87,79480.62000000001
150,2018-04-28,4654.833333333333,0.0,22193.000999999997,45934.641,72201.131,189014.83500000002,0.0,78753.26000000001
151,2018-04-29,4438.633333333333,0.0,22193.000999999997,45934.641,72201.131,189014.83500000002,1795.32,78753.26
152,2018-04-30,4553.7,0.0,21017.250999999997,44267.221,73996.451,188283.414,0.0,79797.89
153,2018-05-01,4553.7,0.0,16590.890999999996,35897.901,73996.451,185757.794,3403.61,82214.77999999998
154,2018-05-02,4731.4,0.0,16151.900999999998,35717.441,74777.871,186595.574,3919.14,82472.98
155,2018-05-03,4930.5,0.0,16272.640999999998,37099.721,75420.941,187517.003,3801.28,82089.47999999998
156,2018-05-04,5002.666666666667,0.0,15539.22,37686.541,74427.321,187716.51299999998,2846.56,78288.2
157,2018-05-05,5071.3,0.0,15765.909999999998,37958.911,75448.891,188020.092,0.0,80427.81999999998
158,2018-05-06,4772.1,0.0,15765.909999999998,37958.911,75448.891,188020.092,3733.1,86285.68000000001
159,2018-05-07,4856.0,0.0,17703.69,38720.941,76851.641,188813.622,3623.64,87582.18000000001
160,2018-05-08,5073.533333333334,0.0,21327.329999999998,37918.221000000005,78409.18100000001,189806.04200000002,3470.26,87026.16000000002
161,2018-05-09,5169.666666666667,0.0,21393.98,37545.881,78946.141,189644.83200000002,2815.68,86245.48000000001
162,2018-05-10,5196.933333333333,0.0,20290.519999999997,36563.16099999999,79575.601,188656.45200000002,3361.7,87071.41000000002
163,2018-05-11,5212.033333333334,0.0,19850.94,35390.159999999996,80280.13100000001,187883.672,2584.04,83709.71
164,2018-05-12,5165.766666666666,0.0,19588.42,35354.329999999994,81288.971,187583.732,0.0,84372.76000000001
165,2018-05-13,4952.766666666666,0.0,19588.42,35354.33,81288.971,187583.732,3590.73,87851.4
166,2018-05-14,4981.066666666667,0.0,19446.05,37149.74,81416.961,187292.192,3263.54,87642.31
167,2018-05-15,5178.3,0.0,19085.949999999997,40413.28,76311.181,185447.87199999997,3830.91,88529.31
168,2018-05-16,5193.533333333334,0.0,19446.6,40840.579999999994,76558.02100000001,186427.78199999998,2904.64,88472.57999999999
169,2018-05-17,5060.6,0.0,19535.559999999998,39826.079999999994,76925.801,185674.112,3839.89,87660.24999999999
170,2018-05-18,5105.266666666666,0.0,20013.749999999996,39864.689999999995,77551.231,186227.85199999998,3200.98,83820.35999999999
171,2018-05-19,5066.4,0.0,20630.69,40219.11,78178.021,187254.972,0.0,81794.76
172,2018-05-20,4831.2,0.0,20630.689999999995,40219.11,78178.021,187254.972,3047.66,86049.48999999999
173,2018-05-21,4821.833333333333,0.0,20087.619999999995,39533.67,78254.611,188917.742,3053.29,85515.45
174,2018-05-22,5067.5,0.0,19877.37,38963.32,76881.541,187843.621,3220.65,84986.49999999999
175,2018-05-23,5096.966666666666,0.0,19267.109999999997,38713.71,76259.591,187945.201,3693.04,85309.60999999999
176,2018-05-24,5081.233333333334,0.0,20055.51,39591.07,76154.231,188701.68099999998,4729.21,84609.00999999998
177,2018-05-25,5097.4,0.0,20944.829999999998,40958.58,76348.73999999999,190037.321,3131.88,79879.79999999999
178,2018-05-26,4984.8,0.0,20875.73,41506.42,76860.75,190034.521,0.0,79944.36
179,2018-05-27,4703.533333333334,0.0,20875.73,41506.42,76860.75,190034.521,1892.51,83883.65
180,2018-05-28,4651.5,0.0,19720.579999999998,39808.2,76957.94,188980.411,0.0,85672.00999999998
181,2018-05-29,4651.5,0.0,16667.289999999997,36544.659999999996,76957.94,185488.691,2839.95,89796.62
182,2018-05-30,4695.5,0.0,16286.589999999998,35553.7,76394.28,185231.161,2416.89,90881.84999999998
183,2018-05-31,4805.466666666666,0.0,15010.439999999997,35065.950000000004,74892.03,184453.811,3661.81,90300.74999999997
184,2018-06-01,4831.9,0.0,13943.039999999997,34887.869999999995,74752.56,184350.781,3535.64,86638.93999999997
185,2018-06-02,4759.7,0.0,14346.799999999997,35222.53,75441.64,184958.321,0.0,84701.93999999999
186,2018-06-03,4534.366666666667,0.0,14346.8,35222.53,75441.64,184958.321,4986.18,89035.77999999998
187,2018-06-04,4566.066666666667,0.0,17440.47,37161.05,76694.72,186021.02099999998,5857.86,86574.29999999997
188,2018-06-05,4891.566666666667,0.0,23298.329999999998,39965.619999999995,78928.93999999999,187183.161,5029.6,84621.65
189,2018-06-06,4930.933333333333,0.0,25487.98,41774.57,80488.28,187830.181,3067.62,82341.90000000001
190,2018-06-07,4938.7,0.0,26138.71,41149.15,80740.22,186171.521,2689.58,81259.72
191,2018-06-08,4857.5,0.0,25166.479999999996,39109.520000000004,80068.09999999999,185039.521,3641.61,78570.14000000001
192,2018-06-09,4916.266666666666,0.0,25272.449999999997,39619.25,81125.67,188681.13100000002,0.0,76560.62000000001
193,2018-06-10,4733.6,0.0,25272.449999999997,39619.25,81125.67,188681.13100000002,3247.09,79226.95000000001
194,2018-06-11,4801.1,0.0,23533.359999999997,40973.829999999994,80782.03,191928.22100000002,3478.64,78637.5
195,2018-06-12,4983.033333333334,0.0,21154.14,44452.47,80997.13,195406.861,3381.64,78223.24
196,2018-06-13,5027.133333333333,0.0,19506.18,44994.16,80547.86,196166.31100000002,4150.54,78005.1
197,2018-06-14,5099.033333333334,0.0,20589.1,46727.81,81793.76,197040.78100000002,3774.18,76527.37000000001
198,2018-06-15,5145.166666666667,0.0,21673.699999999997,46840.18,81728.04999999999,196020.06100000002,2092.31,72753.19
199,2018-06-16,5106.233333333334,0.0,20124.399999999998,45396.850000000006,80619.38,196287.381,0.0,72367.16
200,2018-06-17,4847.333333333333,0.0,20124.399999999998,45396.850000000006,80619.38,196287.381,1175.38,75576.45
201,2018-06-18,4777.6,0.0,18052.69,41586.049999999996,78747.09999999999,195132.41100000002,4254.7300000000005,77247.31
202,2018-06-19,5031.333333333333,0.0,18828.78,39982.920000000006,79948.54000000001,197321.041,2513.62,75921.91
203,2018-06-20,4981.1,0.0,17960.76,37466.939999999995,79241.51,196901.36099999998,2524.34,77339.21
204,2018-06-21,4898.6,0.0,16334.559999999998,36923.66,78072.81,197239.481,3543.76,76815.54999999999
205,2018-06-22,4860.6,0.0,16104.14,37777.840000000004,76887.36000000002,198126.071,2992.44,73271.79
206,2018-06-23,4808.6,0.0,17004.27,37128.67,76747.92,199543.311,0.0,72850.37
207,2018-06-24,4487.633333333333,0.0,17004.27,37128.67,76747.92,199543.311,3196.44,76127.0
208,2018-06-25,4469.533333333334,0.0,19025.329999999998,37078.020000000004,78051.84999999999,199277.011,3939.29,74929.67
209,2018-06-26,4695.633333333333,0.0,18709.89,37538.670000000006,81991.14,194846.981,3680.87,73922.86
210,2018-06-27,4831.233333333334,0.0,19877.14,37837.899999999994,82832.06,194943.781,4124.61,74647.77999999998
211,2018-06-28,5071.633333333333,0.0,21477.41,37811.97,84539.78,196531.531,3925.18,72063.98999999999
212,2018-06-29,5193.8,0.0,21858.829999999998,37962.97,84803.15,197242.25100000002,1835.79,68138.81
213,2018-06-30,5216.566666666667,0.0,20702.179999999997,37706.45,83103.3,196503.851,0.0,68183.93000000001
214,2018-07-01,5012.433333333333,0.0,20702.179999999997,37706.45,83103.3,196503.851,1598.64,70921.35
215,2018-07-02,4956.366666666667,0.0,19104.38,38129.71,79715.76,195131.421,4333.84,72745.45
216,2018-07-03,5251.333333333333,0.0,19498.93,38208.82,78191.74,195038.90099999998,2524.7,71744.41
217,2018-07-04,5119.166666666667,0.0,18342.76,38219.9,75686.84,193721.00100000002,3905.21,71759.32
218,2018-07-05,4987.833333333333,0.0,18123.359999999997,39600.77,76524.43000000001,193827.81100000002,2749.85,69059.78
219,2018-07-06,4936.833333333333,0.0,16948.03,38806.85999999999,76584.7,192042.96000000002,1985.44,66309.93
220,2018-07-07,4815.3,0.0,17097.679999999997,37799.86,74928.53,191408.53,0.0,66277.7
221,2018-07-08,4647.966666666666,0.0,17097.679999999997,37799.86,74928.53,191408.53,1632.09,67806.96
222,2018-07-09,4486.033333333334,0.0,17131.129999999997,36235.51,73313.53000000001,191245.30000000002,2666.33,70570.29
223,2018-07-10,4635.733333333334,0.0,15463.619999999999,34962.549999999996,72501.22,193911.63,2657.64,70386.21999999999
224,2018-07-11,4562.633333333333,0.0,15596.559999999998,33939.32,71777.21999999999,193165.66,3064.38,71872.35
225,2018-07-12,4539.933333333333,0.0,14755.729999999998,32879.09,70691.06,192310.90000000002,3163.5,72560.77
226,2018-07-13,4582.966666666666,0.0,15169.379999999997,32117.41,70080.38,191673.12000000002,2672.81,69397.27
227,2018-07-14,4493.333333333333,0.0,15856.75,32954.43,70660.87999999999,191499.37,0.0,68822.94
228,2018-07-15,4259.733333333334,0.0,15856.75,32954.43,70660.87999999999,191499.37,1706.28,71041.05
229,2018-07-16,4235.066666666667,0.0,15930.939999999999,33062.07,71191.78,189472.55000000002,3209.29,71399.7
230,2018-07-17,4449.633333333333,0.0,16473.899999999998,31937.52,70146.34,189058.19999999998,2846.2400000000002,71957.85
231,2018-07-18,4576.533333333334,0.0,16662.499999999996,32259.06,70478.95999999999,188434.18,2929.33,72096.85
232,2018-07-19,4507.533333333334,0.0,16527.449999999997,31283.179999999997,70883.95,188547.83,3930.92,71741.88000000002
233,2018-07-20,4586.966666666666,0.0,17294.87,32464.25,71271.10999999999,189117.05000000002,2000.68,67810.96
234,2018-07-21,4573.033333333334,0.0,16622.739999999998,32479.49,70279.35,188533.69,0.0,68613.93
235,2018-07-22,4414.833333333333,0.0,16622.739999999998,32479.49,70279.35,188533.69,2571.02,70805.03
236,2018-07-23,4459.1,0.0,17487.48,33418.42,69653.93000000001,187513.97999999998,3276.63,70556.43000000001
237,2018-07-24,4686.966666666666,0.0,17554.82,34028.72,68991.26999999999,187527.07,1999.1100000000001,70823.52
238,2018-07-25,4685.3,0.0,16707.69,33370.19,67309.51,185695.27000000002,2932.48,72618.25
239,2018-07-26,4684.766666666666,0.0,16710.839999999997,33238.29,66117.38,185723.11,4405.79,72079.94999999998
240,2018-07-27,4682.233333333334,0.0,17185.71,34480.58,66597.99,186289.01,1540.82,67674.15999999999
241,2018-07-28,4561.533333333334,0.0,16725.85,33348.590000000004,66303.02,184628.85,0.0,67917.62999999999
242,2018-07-29,4280.3,0.0,16725.85,33348.590000000004,66303.02,184628.85,1880.91,67917.62999999999
243,2018-07-30,4262.166666666667,0.0,16035.739999999998,33523.22,66585.29,183462.1,2737.42,69980.38
244,2018-07-31,4447.933333333333,0.0,15496.529999999999,33051.35,64988.87,183146.22999999998,3422.7400000000002,69183.37000000001
245,2018-08-01,4564.7,0.0,16920.159999999996,33627.85,65886.91,183348.32,3332.8,69161.47
246,2018-08-02,4473.0,0.0,17320.48,34031.32,65314.5,182988.08000000002,2539.61,68152.38
247,2018-08-03,4533.033333333334,0.0,15454.299999999997,32640.010000000002,65104.26,180798.47999999998,1205.67,65612.77
248,2018-08-04,4438.433333333333,0.0,15119.149999999998,31845.0,64324.49,178872.27,0.0,66041.94
249,2018-08-05,4244.766666666666,0.0,15119.149999999998,31845.0,64324.49,178872.27,1953.21,69381.41
250,2018-08-06,4264.733333333334,0.0,15191.449999999999,31227.19,64645.61,178932.97,1529.26,69915.80999999998
