,date,previous_30_days_views,previous_year_revenue,previous_7_days_revenue,previous_14_days_revenue,previous_28_days_revenue,previous_70_days_revenue,revenue,target_next_30_days_revenue
69,2018-02-06,5078.133333333333,0.0,17385.241,37404.993,80653.854,212627.934,2354.03,77357.584
70,2018-02-07,5167.2,0.0,17127.081,36117.933,80534.304,206686.69400000002,2395.45,78099.734
71,2018-02-08,5013.933333333333,0.0,15813.740000000002,34738.443,78793.794,200967.67400000003,2088.7200000000003,79552.80399999999
72,2018-02-09,5003.833333333333,0.0,14454.68,33966.853,75004.68400000001,195580.684,1925.53,80790.68400000001
73,2018-02-10,4962.533333333334,0.0,13953.480000000001,32874.362,75244.57400000001,191307.47400000002,0.0,81260.364
74,2018-02-11,4678.766666666666,0.0,13953.480000000001,32874.362,75244.57400000001,190179.82400000002,2751.48,81260.36400000002
75,2018-02-12,4746.0,0.0,14789.75,32503.112,75501.144,188093.894,2032.5710000000001,79942.13400000002
76,2018-02-13,4941.0,0.0,13547.781,30933.022,72497.38500000001,182569.685,4855.01,82433.65400000001
77,2018-02-14,5029.766666666666,0.0,16048.761,33175.842000000004,72989.974,181325.445,2614.31,80798.914
78,2018-02-15,5041.966666666666,0.0,16267.621000000001,32081.361,72673.504,177394.855,3117.61,81219.244
79,2018-02-16,5034.633333333333,0.0,17296.511,31751.191,72794.814,174191.075,4458.39,81907.714
80,2018-02-17,5038.266666666666,0.0,19829.371,33782.851,73614.574,174919.98500000002,0.0,80906.274
81,2018-02-18,4818.8,0.0,19829.371,33782.851,73614.574,174919.98500000002,2683.821,80906.274
82,2018-02-19,4709.4,0.0,19761.712,34551.462,73086.805,173625.476,2745.32,81240.123
83,2018-02-20,4933.266666666666,0.0,20474.461,34022.242,71427.235,165693.536,2763.68,82163.573
84,2018-02-21,4938.6,0.0,18383.131,34431.892,70549.825,163453.176,3455.151,82646.05300000001
85,2018-02-22,4905.666666666667,0.0,19223.972,35491.593,70230.03600000001,158358.867,3676.5,82739.822
86,2018-02-23,4930.8,0.0,19782.862,37079.373,71046.22600000001,157325.277,2585.921,83357.97200000001
87,2018-02-24,4851.5,0.0,17910.393,37739.764,70614.12599999999,153989.89800000002,0.0,84185.321
88,2018-02-25,4621.7,0.0,17910.393,37739.764,70614.12599999999,153989.89800000002,3030.82,84185.321
89,2018-02-26,4609.4,0.0,18257.392,38019.104,70522.216,155431.95799999998,2754.98,85077.981
90,2018-02-27,4800.166666666667,0.0,18267.052,38741.513,69674.535,156478.888,3909.7400000000002,87044.341
91,2018-02-28,4790.033333333334,0.0,19413.112,37796.243,70972.085,154963.788,4119.47,87801.381
92,2018-03-01,4826.821428571428,0.0,20077.431,39301.403000000006,71382.76400000001,157817.63799999998,4470.94,92586.11099999999
93,2018-03-02,4943.785714285715,0.0,20871.871,40654.733,72405.924,162288.57799999998,3106.33,88115.17100000002
94,2018-03-03,4986.321428571428,0.0,21392.28,39302.673,73085.524,165394.908,0.0,85008.841
95,2018-03-04,4986.321428571428,0.0,21392.28,39302.673,73085.524,165394.908,4137.22,85008.841
96,2018-03-05,5132.464285714285,0.0,22498.68,40756.072,75307.534,169532.128,5324.59,83518.581
97,2018-03-06,5195.464285714285,0.0,25068.29,43335.342,77357.584,174856.718,3096.18,81661.74100000001
98,2018-03-07,5185.821428571428,0.0,24254.730000000003,43667.842,78099.734,177952.898,3848.52,83454.541
99,2018-03-08,5350.642857142857,0.0,23983.78,44061.211,79552.804,181801.41799999998,3326.6,81673.361
100,2018-03-09,5400.928571428572,0.0,22839.44,43711.311,80790.684,185128.01799999998,2395.21,78346.761
101,2018-03-10,5440.964285714285,0.0,22128.32,43520.6,81260.364,187523.228,0.0,78424.291
102,2018-03-11,5440.964285714285,0.0,22128.32,43520.6,81260.364,187523.228,1433.25,80904.42199999999
103,2018-03-12,5323.107142857143,0.0,19424.35,41923.03,79942.134,188956.478,4524.091,82582.662
104,2018-03-13,5328.321428571428,0.0,18623.851,43692.141,82433.654,192039.199,3220.27,80533.681
105,2018-03-14,5267.678571428572,0.0,18747.941,43002.670999999995,80798.914,193122.019,3034.64,80004.41100000001
106,2018-03-15,5288.107142857143,0.0,17934.061,41917.841,81219.244,195426.029,3806.08,78744.49100000001
107,2018-03-16,5317.607142857143,0.0,18413.540999999997,41252.981,81907.714,196733.02899999998,3456.9500000000003,74938.411
108,2018-03-17,5377.642857142857,0.0,19475.281,41603.601,80906.274,198411.289,0.0,75056.381
109,2018-03-18,5377.642857142857,0.0,19475.281,41603.601,80906.274,198411.289,3017.67,83738.03099999999
110,2018-03-19,5453.285714285715,0.0,21059.701,40484.051,81240.123,199787.18899999998,3668.77,84492.521
111,2018-03-20,5469.892857142857,0.0,20204.38,38828.231,82163.573,196839.669,3246.16,83931.11099999999
112,2018-03-21,5471.75,0.0,20230.27,38978.211,82646.053,197612.249,3548.92,84232.28099999999
113,2018-03-22,5529.892857142857,0.0,20744.55,38678.611,82739.822,197025.209,4294.65,83322.40099999998
114,2018-03-23,5563.535714285715,0.0,21233.120000000003,39646.661,83357.972,195442.02899999998,3413.27,79027.75099999999
115,2018-03-24,5661.714285714285,0.0,21189.440000000002,40664.721,84185.32100000001,197169.659,0.0,78790.25099999999
116,2018-03-25,5661.714285714285,0.0,21189.440000000002,40664.721,84185.32100000001,197169.659,3923.48,83564.83099999999
117,2018-03-26,5779.607142857143,0.0,22095.25,43154.951,85077.981,198598.229,4721.34,83610.661
118,2018-03-27,5864.5,0.0,23147.82,43352.2,87044.341,198283.239,4666.78,82995.311
119,2018-03-28,5942.607142857143,0.0,24568.44,44798.71000000001,87801.381,198587.59800000003,4737.43,83331.59199999999
120,2018-03-29,5892.071428571428,0.0,25756.95,46501.5,88419.341,200394.248,4166.77,81446.43200000002
121,2018-03-30,5817.5,0.0,25629.07,46862.19,88115.171,201564.718,0.0,77279.66200000001
122,2018-03-31,5611.892857142857,0.0,22215.8,43405.24,85008.84100000001,197926.088,0.0,79209.952
123,2018-04-01,5429.666666666667,0.0,22215.8,43405.24,85008.84100000001,197926.088,0.0,79209.952
124,2018-04-02,5237.766666666666,0.0,18292.32,40387.57,80871.62100000001,194714.498,0.0,82959.33200000001
125,2018-04-03,5237.766666666666,0.0,13570.98,36718.8,75547.03099999999,190309.608,2646.96,87172.942
126,2018-04-04,5145.366666666667,0.0,11551.16,36119.6,75097.811,189315.478,3467.75,89435.762
127,2018-04-05,5103.3,0.0,10281.48,36038.43,74717.041,189008.28800000003,4888.9800000000005,88876.09199999999
128,2018-04-06,5212.233333333334,0.0,11003.69,36632.76,76279.421,191036.95799999998,2067.34,83987.11200000001
129,2018-04-07,5125.633333333333,0.0,13071.03,35286.83,75951.551,190086.277,0.0,86151.592
130,2018-04-08,4936.266666666666,0.0,13071.03,35286.83,75951.551,190086.277,2472.7400000000002,90336.72200000001
131,2018-04-09,4959.3,0.0,15543.77,33836.090000000004,76991.041,189436.287,2480.131,91768.192
132,2018-04-10,5148.6,0.0,18023.901,31594.881,74947.081,188313.757,3111.4900000000002,92352.601
133,2018-04-11,5256.033333333334,0.0,18488.431,30039.591,74838.30099999999,188813.057,2475.11,92838.921
134,2018-04-12,5269.333333333333,0.0,17495.791,27777.271,74278.771,187579.37600000002,2691.0,92965.32100000001
135,2018-04-13,5296.1,0.0,15297.811000000002,26301.501,73163.69099999999,186822.59600000002,1774.72,90274.32100000001
136,2018-04-14,5245.666666666667,0.0,15005.191,28076.221,71481.461,186170.586,0.0,92150.28099999999
137,2018-04-15,4970.066666666667,0.0,15005.191,28076.221,71481.461,186170.586,3574.92,95649.64099999999
138,2018-04-16,4955.066666666667,0.0,16107.371000000001,31651.141000000003,72038.711,187830.296,8681.65,96013.101
139,2018-04-17,5301.9,0.0,22308.89,40332.791,77051.591,193237.406,3772.16,90423.791
140,2018-04-18,5336.333333333333,0.0,22969.559999999998,41457.991,77577.59100000001,194655.536,3107.36,90684.551
141,2018-04-19,5338.366666666667,0.0,23601.809999999998,41097.601,77136.03099999999,195367.446,3547.33,91343.05099999999
142,2018-04-20,5425.766666666666,0.0,24458.14,39755.951,76388.711,196826.056,2639.04,87795.721
143,2018-04-21,5366.7,0.0,25322.460000000003,40327.651000000005,75614.481,197539.566,0.0,88464.02100000001
144,2018-04-22,5072.166666666667,0.0,25322.460000000003,40327.651000000005,75614.481,197539.566,3175.77,91746.621
145,2018-04-23,5032.0,0.0,24923.309999999998,41030.681,74866.77100000001,197963.856,4774.58,92117.00099999999
146,2018-04-24,5305.333333333333,0.0,21016.239999999998,43325.130000000005,74920.011,200705.86500000002,3969.31,91778.56099999999
147,2018-04-25,5346.533333333334,0.0,21213.39,44182.95,74222.54100000001,199820.165,4105.99,92562.761
148,2018-04-26,5406.533333333334,0.0,22212.019999999997,45813.829999999994,73591.101,201311.845,5003.061,91641.58099999999
149,2018-04-27,5455.3,0.0,23667.751,48125.890999999996,74427.392,203197.29599999997,2852.27,86638.51999999999
150,2018-04-28,5389.933333333333,0.0,23880.981,49203.441,77279.662,201591.176,0.0,85678.75999999998
151,2018-04-29,5117.133333333333,0.0,23880.981,49203.441,77279.66200000001,201591.176,1930.29,85678.76
152,2018-04-30,5248.0,0.0,22635.501,47558.810999999994,79209.952,200837.64500000002,0.0,86656.81
153,2018-05-01,5248.0,0.0,17860.921000000002,38877.16099999999,79209.95199999999,198092.325,3749.38,89096.9
154,2018-05-02,5465.333333333333,0.0,17640.990999999998,38854.381,80312.372,199078.025,4213.61,89394.4
155,2018-05-03,5685.833333333333,0.0,17748.610999999997,39960.630999999994,81058.232,199836.484,4909.78,88811.84999999999
156,2018-05-04,5923.433333333333,0.0,17655.329999999998,41323.081,81079.032,201069.764,2908.08,83902.07
157,2018-05-05,5974.633333333333,0.0,17711.14,41592.12099999999,81919.772,201391.92299999998,0.0,86051.31
158,2018-05-06,5663.2,0.0,17711.14,41592.12099999999,81919.772,201391.92299999998,4231.82,92096.31999999999
159,2018-05-07,5763.0,0.0,20012.67,42648.170999999995,83678.852,202592.923,4185.13,92942.05000000002
160,2018-05-08,6012.466666666666,0.0,24197.8,42058.721,85383.851,204023.073,3904.21,91946.71
161,2018-05-09,6123.566666666667,0.0,24352.629999999997,41993.621,86176.571,204017.543,3064.54,90809.73999999999
162,2018-05-10,6143.533333333334,0.0,23203.559999999998,40952.171,86766.001,202962.613,3597.81,91691.69000000002
163,2018-05-11,6166.6,0.0,21891.59,39546.92,87672.811,202089.483,2601.51,88093.88
164,2018-05-12,6081.066666666667,0.0,21585.02,39296.16,88499.601,201584.663,0.0,88873.5
165,2018-05-13,5859.033333333334,0.0,21585.02,39296.16,88499.601,201584.663,3650.68,92898.18000000001
166,2018-05-14,5869.0,0.0,21003.88,41016.55,88575.361,201098.123,3499.36,92899.58
167,2018-05-15,6087.933333333333,0.0,20318.11,44515.91,83393.071,199272.89299999998,3938.38,93682.76
168,2018-05-16,6092.2,0.0,20352.280000000002,44704.909999999996,83559.291,200115.093,3092.34,93835.01999999999
169,2018-05-17,5924.233333333334,0.0,20380.08,43583.64000000001,83544.27100000001,199358.913,4032.92,92972.28
170,2018-05-18,5963.566666666667,0.0,20815.19,42706.78,84029.861,200065.233,3765.86,88939.36
171,2018-05-19,5899.833333333333,0.0,21979.54,43564.560000000005,85156.681,201435.88299999997,0.0,86395.02
172,2018-05-20,5625.133333333333,0.0,21979.54,43564.560000000005,85156.681,201435.88299999997,3307.34,90659.44
173,2018-05-21,5649.7,0.0,21636.2,42640.08,85288.25099999999,203309.973,3282.6,90072.97000000002
174,2018-05-22,5931.866666666667,0.0,21419.44,41737.549999999996,83796.27100000001,202068.482,3546.15,89761.09
175,2018-05-23,5981.333333333333,0.0,21027.21,41379.49,83373.11099999999,202394.36200000002,4436.14,90219.35
176,2018-05-24,5989.166666666667,0.0,22371.01,42751.09,83703.261,203795.862,4753.51,88977.48000000001
177,2018-05-25,5997.233333333334,0.0,23091.600000000002,43906.79,83453.71,204743.29200000002,3184.81,84223.97
178,2018-05-26,5854.333333333333,0.0,22510.55,44490.09,83786.25,204471.152,0.0,84235.6
179,2018-05-27,5521.266666666666,0.0,22510.55,44490.09,83786.25,204471.152,1892.51,88723.82
180,2018-05-28,5431.233333333334,0.0,21095.72,42731.92,83748.47,203345.99200000003,0.0,90875.28000000001
181,2018-05-29,5431.233333333334,0.0,17813.120000000003,39232.56,83748.47,199677.222,2908.34,95582.76000000001
182,2018-05-30,5466.5,0.0,17175.31,38202.520000000004,82907.43,199339.402,2440.09,97030.36
183,2018-05-31,5581.333333333333,0.0,15179.260000000002,37550.27,81133.91,198230.57200000001,4046.88,96941.21
184,2018-06-01,5621.066666666667,0.0,14472.63,37564.229999999996,80271.01,197982.80200000003,3631.06,92894.33
185,2018-06-02,5540.433333333333,0.0,14918.88,37429.43,80993.98999999999,198200.592,0.0,90861.91
186,2018-06-03,5146.933333333333,0.0,14918.88,37429.43,80993.98999999999,198200.592,5057.32,95527.84
187,2018-06-04,5181.4,0.0,18083.69,39179.41,81819.49,199334.432,6045.01,93282.40000000002
188,2018-06-05,5535.866666666667,0.0,24128.699999999997,41941.82000000001,83679.37,200658.10199999998,5077.55,91510.94000000002
189,2018-06-06,5531.566666666667,0.0,26297.91,43473.22,84852.71,201068.872,3189.79,89351.01
190,2018-06-07,5532.8,0.0,27047.61,42226.87,84977.95999999999,199521.232,2767.2400000000002,88448.38000000002
191,2018-06-08,5420.9,0.0,25767.97,40240.6,84147.39,198121.70200000002,3946.4900000000002,85681.14
192,2018-06-09,5483.7,0.0,26083.4,41002.280000000006,85492.37000000001,202068.192,0.0,83366.74
193,2018-06-10,5266.5,0.0,26083.4,41002.280000000006,85492.37000000001,202068.192,3381.13,86195.79000000001
194,2018-06-11,5343.766666666666,0.0,24407.21,42490.9,85222.82,205449.32200000001,4024.68,85764.96999999999
195,2018-06-12,5581.133333333333,0.0,22386.879999999997,46515.58,85748.14,209474.002,3652.08,85285.11
196,2018-06-13,5659.6,0.0,20961.41,47259.32,85461.84,210479.12199999997,4282.54,84926.21
197,2018-06-14,5729.766666666666,0.0,22054.160000000003,49101.770000000004,86652.04,211293.91199999998,4090.64,83505.75
198,2018-06-15,5808.9,0.0,23377.56,49145.53,86709.76,210495.57200000001,2229.6,79415.11
199,2018-06-16,5791.466666666666,0.0,21660.67,47744.07,85173.5,210657.832,0.0,79033.18000000001
200,2018-06-17,5515.333333333333,0.0,21660.67,47744.07,85173.5,210657.832,1221.52,82463.93999999999
201,2018-06-18,5399.2,0.0,19501.06,43908.27,83087.68000000001,209406.612,4264.42,84238.59999999998
202,2018-06-19,5655.833333333333,0.0,19740.8,42127.67999999999,84069.5,211190.90099999998,2720.87,83049.10999999999
203,2018-06-20,5589.133333333333,0.0,18809.59,39771.0,83244.22,210800.28100000002,2970.72,84313.21999999997
204,2018-06-21,5505.6,0.0,17497.77,39551.93,81778.8,211295.89099999997,4004.41,83537.73999999999
205,2018-06-22,5496.466666666666,0.0,17411.54,40789.1,81029.7,212609.30099999998,3194.27,79533.32999999999
206,2018-06-23,5383.133333333333,0.0,18376.21,40036.88,81039.15999999999,214028.851,0.0,79028.68
207,2018-06-24,5059.966666666666,0.0,18376.21,40036.88,81039.15999999999,214028.851,3196.44,82509.67
208,2018-06-25,5030.0,0.0,20351.13,39852.19,82343.09,213650.371,4488.22,81652.86
209,2018-06-26,5358.033333333334,0.0,20574.93,40315.729999999996,86831.31,209456.94100000002,4043.9700000000003,80294.14000000001
210,2018-06-27,5541.666666666667,0.0,21898.030000000002,40707.619999999995,87966.94,209728.75100000002,4707.4800000000005,80773.33000000002
211,2018-06-28,5859.266666666666,0.0,23634.79,41132.560000000005,90234.32999999999,211328.87099999998,4355.9400000000005,77750.96
212,2018-06-29,6027.433333333333,0.0,23986.32,41397.86,90543.39,212137.481,2350.94,73395.02
213,2018-06-30,6105.566666666667,0.0,23142.99,41519.2,89263.27,211849.381,0.0,72924.98999999999
214,2018-07-01,5848.5,0.0,23142.99,41519.2,89263.27,211849.381,1598.64,75716.99
215,2018-07-02,5779.466666666666,0.0,21545.190000000002,41896.32000000001,85804.59,210272.25100000002,4665.93,77773.61
216,2018-07-03,6114.933333333333,0.0,21722.9,42297.83,84425.51000000001,210163.601,2811.88,76517.81999999999
217,2018-07-04,5985.933333333333,0.0,20490.81,42388.840000000004,82159.84,209006.171,4273.55,76562.18
218,2018-07-05,5879.066666666667,0.0,20056.88,43691.67,83243.59999999999,209173.731,2917.62,73612.11
219,2018-07-06,5853.133333333333,0.0,18618.56,42604.880000000005,83393.98000000001,207088.28999999998,2287.16,70694.49
220,2018-07-07,5738.233333333334,0.0,18554.78,41697.770000000004,81734.65,206523.18,0.0,70414.89
221,2018-07-08,5557.966666666666,0.0,18554.78,41697.770000000004,81734.65,206523.18,1632.09,72142.7
222,2018-07-09,5359.066666666667,0.0,18588.23,40133.42,79985.61,206224.97999999998,2829.05,75134.3
223,2018-07-10,5527.166666666667,0.0,16751.35,38474.25,78789.98,209054.03,2950.31,74876.62
224,2018-07-11,5482.233333333334,0.0,16889.78,37380.590000000004,78088.21,208254.96000000002,3544.82,76145.26
225,2018-07-12,5463.833333333333,0.0,16161.05,36217.93,77350.49,207586.17,3293.18,76480.9
226,2018-07-13,5476.1,0.0,16536.61,35155.17,76553.03000000001,205969.57,2862.08,73187.72000000002
227,2018-07-14,5395.066666666667,0.0,17111.530000000002,35666.310000000005,77185.51,205923.57,0.0,72674.05000000002
228,2018-07-15,5117.166666666667,0.0,17111.530000000002,35666.310000000005,77185.51,205923.57,1847.67,75139.64000000001
229,2018-07-16,5092.7,0.0,17327.11,35915.34,77811.66,203539.42,3430.76,75529.49
230,2018-07-17,5343.8,0.0,17928.82,34680.17,76978.0,202785.05,2996.18,76061.06
231,2018-07-18,5483.8,0.0,17974.690000000002,34864.47,77253.31,201877.02000000002,3074.93,76379.65000000001
232,2018-07-19,5435.866666666667,0.0,17504.8,33665.85,77357.52,201887.41,3984.98,76323.72
233,2018-07-20,5502.533333333334,0.0,18196.6,34733.21,77338.09,202274.58000000002,2195.2400000000002,72338.73999999999
234,2018-07-21,5488.766666666666,0.0,17529.760000000002,34641.29,76339.06000000001,201868.31,0.0,73170.31
235,2018-07-22,5265.233333333334,0.0,17529.760000000002,34641.29,76339.06000000001,201868.31,2689.62,75683.96
236,2018-07-23,5308.133333333333,0.0,18371.71,35698.82,75832.24,200907.25,3480.9900000000002,75456.19
237,2018-07-24,5563.0,0.0,18421.940000000002,36350.76,74825.01000000001,200888.88,2339.63,75724.76
238,2018-07-25,5591.833333333333,0.0,17765.39,35740.079999999994,73120.67,199290.13,3129.5,77569.84000000001
239,2018-07-26,5511.4,0.0,17819.96,35324.76,71542.69,199327.29,4523.16,77199.84
240,2018-07-27,5475.466666666666,0.0,18358.14,36554.74,71709.91,199817.53,1685.1100000000001,72676.68000000001
241,2018-07-28,5289.366666666667,0.0,17848.010000000002,35377.77,71044.08,197736.78000000003,0.0,72775.85999999999
242,2018-07-29,4955.066666666667,0.0,17848.010000000002,35377.77,71044.08,197736.78000000003,1880.91,72775.86
243,2018-07-30,4876.7,0.0,17039.3,35411.01,71326.35,196310.34999999998,2792.0,75368.08
244,2018-07-31,5070.633333333333,0.0,16350.310000000001,34772.25,69452.42,195819.75,3655.26,75098.40000000001
245,2018-08-01,5211.366666666667,0.0,17665.94,35431.33,70295.8,195928.86,3410.14,75219.31
246,2018-08-02,5097.2,0.0,17946.579999999998,35766.54,69432.39,194902.86000000002,2856.2400000000002,74259.37
247,2018-08-03,5152.6,0.0,16279.66,34637.8,69371.01,193005.59,1323.48,71403.12999999999
248,2018-08-04,5016.7,0.0,15918.03,33766.04,68407.33,191144.26,0.0,71963.82999999999
249,2018-08-05,4790.9,0.0,15918.03,33766.04,68407.33,191144.26,2007.56,75909.38999999998
250,2018-08-06,4785.7,0.0,16044.68,33083.98,68782.79999999999,191259.31,1727.81,76572.59999999999
251,2018-08-07,4968.833333333333,0.0,14980.490000000002,31330.8,67681.56000000001,192987.12,4623.69,77483.67
252,2018-08-08,5118.666666666667,0.0,15948.919999999998,33614.86,69354.94,194702.47,2571.37,76639.16
